cmpdname,mw,polararea,heavycnt,hbondacc,C number,N number,O number,Side chain number,Double bond number,Triple bond number,Classify
"2,4-Dimethyltridecane",212.41,0,15,0,15,0,0,2,0,0,Hydrocarbon
"5-Methylhexane-1,5-diol",132.2,40.5,9,2,7,0,2,2,0,0,Alcohol
"3-(Hexyloxy)propane-1,2-diol",176.25,49.7,12,3,9,0,3,1,0,0,Alcohol
"2,2-Dimethyl-4-heptanol",144.25,20.2,10,1,9,0,1,3,0,0,Alcohol
"3,5-Dimethyl-3-octanol",158.28,20.2,11,1,10,0,1,3,0,0,Alcohol
"4,6-Dimethyl-4-octanol",158.28,20.2,11,1,10,0,1,3,0,0,Alcohol
Ethyl heptyl carbinol,158.28,20.2,11,1,10,0,1,1,0,0,Alcohol
"N,N-Diethylheptylamine",171.32,3.2,12,1,11,1,0,1,0,0,Amine
N-Ethyloctylamine,157.3,12,11,1,10,1,0,0,0,0,Amine
"1,3-Nonadiene",124.22,0,9,0,9,0,0,0,2,0,Hydrocarbon
"5,5-Dimethyldecane",170.33,0,12,0,12,0,0,2,0,0,Hydrocarbon
"3,4,5-Trimethyloctane",156.31,0,11,0,11,0,0,3,0,0,Hydrocarbon
6-Methyl-4-octanol,144.25,20.2,10,1,9,0,1,2,0,0,Alcohol
"3-Ethyl-2,2,3,4-tetramethylpentane",156.31,0,11,0,11,0,0,5,0,0,Hydrocarbon
"3,3-Diethyl-2,2-dimethylpentane",156.31,0,11,0,11,0,0,4,0,0,Hydrocarbon
"2,2,3,3,4,4-Hexamethylpentane",156.31,0,11,0,11,0,0,6,0,0,Hydrocarbon
"Trideca-1,12-diyne",176.3,0,13,0,13,0,0,0,0,2,Hydrocarbon
(S)-(+)-5-Methyl-1-heptanol,130.229,20.2,9,1,8,0,1,1,0,0,Alcohol
"2,7-Dimethyloctan-2-ol",158.28,20.2,11,1,10,0,1,3,0,0,Alcohol
(R)-3-Methyl-1-hexanol,116.2,20.2,8,1,7,0,1,1,0,0,Alcohol
5-Methyloctan-2-OL,144.25,20.2,10,1,9,0,1,2,0,0,Alcohol
"3,4-Dimethylnonane",156.31,0,11,0,11,0,0,2,0,0,Hydrocarbon
(S)-(+)-4-Methyl-1-hexanol,116.2,20.2,8,1,7,0,1,1,0,0,Alcohol
"1,2,3-Pentatriene",66.1,0,5,0,5,0,0,0,3,0,Hydrocarbon
Octadec-7-yne,250.5,0,18,0,18,0,0,0,0,1,Hydrocarbon
"2,7-Nonadiene",124.22,0,9,0,9,0,0,0,2,0,Hydrocarbon
1-Tetratriacontene,476.9,0,34,0,34,0,0,0,1,0,Hydrocarbon
1-Pentatriacontene,490.9,0,35,0,35,0,0,0,1,0,Hydrocarbon
1-Nonatriacontene,547,0,39,0,39,0,0,0,1,0,Hydrocarbon
2-Hexadecyne,222.41,0,16,0,16,0,0,0,0,1,Hydrocarbon
"4-Methylhepta-1,6-diene",110.2,0,8,0,8,0,0,1,2,0,Hydrocarbon
4-Tert-butylheptane,156.31,0,11,0,11,0,0,3,0,0,Hydrocarbon
6-Methyloctan-3-ol,144.25,20.2,10,1,9,0,1,2,0,0,Alcohol
4-Methylnonan-1-ol,158.28,20.2,11,1,10,0,1,1,0,0,Alcohol
"2,3,4-Trimethyloctane",156.31,0,11,0,11,0,0,3,0,0,Hydrocarbon
4-Ethyl-4-methyloctane,156.31,0,11,0,11,0,0,2,0,0,Hydrocarbon
"2,4,7-Trimethyloctane",156.31,0,11,0,11,0,0,3,0,0,Hydrocarbon
4-Methyl-3-octanol,144.25,20.2,10,1,9,0,1,2,0,0,Alcohol
3-Methyloctan-1-OL,144.25,20.2,10,1,9,0,1,1,0,0,Alcohol
"4-Ethyl-3,5-dimethylheptane",156.31,0,11,0,11,0,0,3,0,0,Hydrocarbon
2-Methyltritriacontane,478.9,0,34,0,34,0,0,1,0,0,Hydrocarbon
"2,2,3,4-Tetramethylhexan-3-ol",158.28,20.2,11,1,10,0,1,5,0,0,Alcohol
"2,4-Dimethylpentan-2-amine",115.22,26,8,1,7,1,0,3,0,0,Amine
"2,3-Dihydrofarnesol",224.38,20.2,16,1,15,0,1,3,2,0,Alcohol
"6,6-Dimethylheptan-1-ol",144.25,20.2,10,1,9,0,1,2,0,0,Alcohol
"3,3-Dimethyldecane",170.33,0,12,0,12,0,0,2,0,0,Hydrocarbon
"4-Ethyl-2,4-dimethyloctane",170.33,0,12,0,12,0,0,3,0,0,Hydrocarbon
"2,11-Dimethyldodecane",198.39,0,14,0,14,0,0,2,0,0,Hydrocarbon
"3-Ethyl-2,6-dimethyloctane",170.33,0,12,0,12,0,0,3,0,0,Hydrocarbon
"4-Ethyl-2,6-dimethyloctane",170.33,0,12,0,12,0,0,3,0,0,Hydrocarbon
4-Isopropyloctane,156.31,0,11,0,11,0,0,2,0,0,Hydrocarbon
"3-Ethyl-2,2,5-trimethylhexane",156.31,0,11,0,11,0,0,4,0,0,Hydrocarbon
4-Tert-butyl-2-methylheptane,170.33,0,12,0,12,0,0,4,0,0,Hydrocarbon
8-Methylnon-4-yne,138.25,0,10,0,10,0,0,1,0,1,Hydrocarbon
"2,2,4,5-Tetramethylheptane",156.31,0,11,0,11,0,0,4,0,0,Hydrocarbon
"3,3,5-Trimethyloctane",156.31,0,11,0,11,0,0,3,0,0,Hydrocarbon
"2,2,4,4-Tetramethylheptane",156.31,0,11,0,11,0,0,4,0,0,Hydrocarbon
"3,4,4,5-Tetramethylheptane",156.31,0,11,0,11,0,0,4,0,0,Hydrocarbon
"2,3,5,6-Tetramethylheptane",156.31,0,11,0,11,0,0,4,0,0,Hydrocarbon
"2,2,3-Trimethylbutan-1-ol",116.2,20.2,8,1,7,0,1,3,0,0,Alcohol
"2,4,4,6-Tetramethylheptane",156.31,0,11,0,11,0,0,4,0,0,Hydrocarbon
"2,5,8-Trimethylnonane",170.33,0,12,0,12,0,0,3,0,0,Hydrocarbon
4-Methyl-4-propylheptane,156.31,0,11,0,11,0,0,2,0,0,Hydrocarbon
"3,4,6-Trimethyloctane",156.31,0,11,0,11,0,0,3,0,0,Hydrocarbon
"2,2,3,5,5-Pentamethylhexane",156.31,0,11,0,11,0,0,5,0,0,Hydrocarbon
"2,4,5,7-Tetramethyloctane",170.33,0,12,0,12,0,0,4,0,0,Hydrocarbon
2-Pentadecyne,208.38,0,15,0,15,0,0,0,0,1,Hydrocarbon
5-Ethyl-5-methylnonane,170.33,0,12,0,12,0,0,2,0,0,Hydrocarbon
"5,5-Dimethylnonane",156.31,0,11,0,11,0,0,2,0,0,Hydrocarbon
6-Methyl-2-nonanol,158.28,20.2,11,1,10,0,1,2,0,0,Alcohol
"4,4-Dimethyldecane",170.33,0,12,0,12,0,0,2,0,0,Hydrocarbon
"3,3-Diethyloctane",170.33,0,12,0,12,0,0,2,0,0,Hydrocarbon
"4-Ethyl-2,2-dimethyloctane",170.33,0,12,0,12,0,0,3,0,0,Hydrocarbon
"2,2-Dimethyldodecane",198.39,0,14,0,14,0,0,2,0,0,Hydrocarbon
"4-Ethyl-2,2-dimethylheptane",156.31,0,11,0,11,0,0,3,0,0,Hydrocarbon
"2,2,7-Trimethyloctane",156.31,0,11,0,11,0,0,3,0,0,Hydrocarbon
"2,2,4-Trimethylnonane",170.33,0,12,0,12,0,0,3,0,0,Hydrocarbon
"3-Ethyl-2,5-dimethylheptane",156.31,0,11,0,11,0,0,3,0,0,Hydrocarbon
"3,3-Diethylheptane",156.31,0,11,0,11,0,0,2,0,0,Hydrocarbon
"3,3,4-Trimethyloctane",156.31,0,11,0,11,0,0,3,0,0,Hydrocarbon
"3-Ethyl-3,4-dimethyloctane",170.33,0,12,0,12,0,0,3,0,0,Hydrocarbon
"4,4-Diethyloctane",170.33,0,12,0,12,0,0,2,0,0,Hydrocarbon
"3,6-Dimethylnonane",156.31,0,11,0,11,0,0,2,0,0,Hydrocarbon
"2,2,3,3-Tetramethylheptane",156.31,0,11,0,11,0,0,4,0,0,Hydrocarbon
"3,3,4,5-Tetramethylheptane",156.31,0,11,0,11,0,0,4,0,0,Hydrocarbon
4-Methyl-octane,128.25,0,9,0,9,0,0,1,0,0,Hydrocarbon
"2,2,6,6-Tetramethyloctane",170.33,0,12,0,12,0,0,4,0,0,Hydrocarbon
"2,5-Dimethyl-3-isopropylhexane",156.31,0,11,0,11,0,0,4,0,0,Hydrocarbon
"3-Ethyl-2,2-dimethylheptane",156.31,0,11,0,11,0,0,3,0,0,Hydrocarbon
"2,2,3,3,4-Pentamethylhexane",156.31,0,11,0,11,0,0,5,0,0,Hydrocarbon
"2,3,4-Trimethylhexan-3-ol",144.25,20.2,10,1,9,0,1,4,0,0,Alcohol
"2,3,3,4,5-Pentamethylhexane",156.31,0,11,0,11,0,0,5,0,0,Hydrocarbon
"2,2,5-Trimethyloctane",156.31,0,11,0,11,0,0,3,0,0,Hydrocarbon
2-Methyl-4-isopropylheptane,156.31,0,11,0,11,0,0,3,0,0,Hydrocarbon
4-Ethyl-5-methyloctane,156.31,0,11,0,11,0,0,2,0,0,Hydrocarbon
"2,4,4,7-Tetramethyloctane",170.33,0,12,0,12,0,0,4,0,0,Hydrocarbon
3-Ethyl-5-methyloctane,156.31,0,11,0,11,0,0,2,0,0,Hydrocarbon
"2,3-Dimethyltridecane",212.41,0,15,0,15,0,0,2,0,0,Hydrocarbon
"3,4-Diethyloctane",170.33,0,12,0,12,0,0,2,0,0,Hydrocarbon
2-Ethyl-3-methylhexan-1-ol,144.25,20.2,10,1,9,0,1,2,0,0,Alcohol
"2,3,5-Trimethylhexan-3-ol",144.25,20.2,10,1,9,0,1,4,0,0,Alcohol
"3,3-Dimethyl-1-hexanol",130.229,20.2,9,1,8,0,1,2,0,0,Alcohol
4-Tert-butyloctane,170.33,0,12,0,12,0,0,3,0,0,Hydrocarbon
3-Ethyl-6-methyloctane,156.31,0,11,0,11,0,0,2,0,0,Hydrocarbon
"2,3,4,6-Tetramethylheptane",156.31,0,11,0,11,0,0,4,0,0,Hydrocarbon
"3,5-Diethyloctane",170.33,0,12,0,12,0,0,2,0,0,Hydrocarbon
"2,3,3,6-Tetramethylheptane",156.31,0,11,0,11,0,0,4,0,0,Hydrocarbon
"3,5-Diethylheptane",156.31,0,11,0,11,0,0,2,0,0,Hydrocarbon
"3,5,5-Trimethyloctane",156.31,0,11,0,11,0,0,3,0,0,Hydrocarbon
4-Isopropyl-4-heptanol,158.28,20.2,11,1,10,0,1,3,0,0,Alcohol
3-Pentadecyne,208.38,0,15,0,15,0,0,0,0,1,Hydrocarbon
"3,4-Diethyl-3-methylhexane",156.31,0,11,0,11,0,0,3,0,0,Hydrocarbon
5-Ethyl-1-heptanol,144.25,20.2,10,1,9,0,1,1,0,0,Alcohol
"N,N-dimethylpentan-3-amine",115.22,3.2,8,1,7,1,0,2,0,0,Amine
"4-Ethyl-2,5-dimethylheptane",156.31,0,11,0,11,0,0,3,0,0,Hydrocarbon
"2,2,3,3,5,5-Hexamethylhexane",170.33,0,12,0,12,0,0,6,0,0,Hydrocarbon
"2,5,5-Trimethylhexan-3-ol",144.25,20.2,10,1,9,0,1,4,0,0,Alcohol
"3,4,4-Trimethylpentan-2-ol",130.229,20.2,9,1,8,0,1,4,0,0,Alcohol
"N,N,2-Trimethylbutan-2-amine",115.22,3.2,8,1,7,1,0,3,0,0,Amine
"3,5,5-Trimethylhexan-3-ol",144.25,20.2,10,1,9,0,1,4,0,0,Alcohol
"2,3,4-Trimethylhexan-2-ol",144.25,20.2,10,1,9,0,1,4,0,0,Alcohol
"4,6-Dimethylnonane",156.31,0,11,0,11,0,0,2,0,0,Hydrocarbon
"2,3,3,4,4-Pentamethylhexane",156.31,0,11,0,11,0,0,5,0,0,Hydrocarbon
"3,3-Diethyl-2,2,4-trimethylpentane",170.33,0,12,0,12,0,0,5,0,0,Hydrocarbon
"3,3-Diethyl-2,4-dimethylhexane",170.33,0,12,0,12,0,0,4,0,0,Hydrocarbon
"3,3-Diethyl-2,4-dimethylpentane",156.31,0,11,0,11,0,0,4,0,0,Hydrocarbon
"3,3-Diethyl-2-methylheptane",170.33,0,12,0,12,0,0,3,0,0,Hydrocarbon
"3,3-Diethyl-2-methylhexane",156.31,0,11,0,11,0,0,3,0,0,Hydrocarbon
"3-Ethyl-2,4,4-trimethylhexane",156.31,0,11,0,11,0,0,4,0,0,Hydrocarbon
3-Methyl-4-isopropylheptane,156.31,0,11,0,11,0,0,3,0,0,Hydrocarbon
2-Ethyl-4-methylhexan-1-ol,144.25,20.2,10,1,9,0,1,2,0,0,Alcohol
"2,2,3,3,5-Pentamethylhexane",156.31,0,11,0,11,0,0,5,0,0,Hydrocarbon
"4-Ethyl-2,2,4-trimethylhexane",156.31,0,11,0,11,0,0,4,0,0,Hydrocarbon
"3,3,6-Trimethyloctane",156.31,0,11,0,11,0,0,3,0,0,Hydrocarbon
"2,4,5-Trimethyloctane",156.31,0,11,0,11,0,0,3,0,0,Hydrocarbon
"3,3-Dimethylnon-4-yne",152.28,0,11,0,11,0,0,2,0,1,Hydrocarbon
Tri(octyl-decyl)amine,774.5,3.2,55,1,54,1,0,4,0,0,Amine
4-Methyl-2-(2-methylpropyl)pentan-1-ol,158.28,20.2,11,1,10,0,1,3,0,0,Alcohol
"2,4-Dimethyl-4-propylheptane",170.33,0,12,0,12,0,0,3,0,0,Hydrocarbon
"2,4-Dimethyltetradecane",226.44,0,16,0,16,0,0,2,0,0,Hydrocarbon
"2,5-Dimethyl-4-octanol",158.28,20.2,11,1,10,0,1,3,0,0,Alcohol
"2,5-Dimethyl-4-propylheptane",170.33,0,12,0,12,0,0,3,0,0,Hydrocarbon
"2,6,6-Trimethylnonane",170.33,0,12,0,12,0,0,3,0,0,Hydrocarbon
"2,6-Dimethyl-4-propylheptane",170.33,0,12,0,12,0,0,3,0,0,Hydrocarbon
"2,5,5-Trimethylnonane",170.33,0,12,0,12,0,0,3,0,0,Hydrocarbon
"2,5,5-Trimethyloctane",156.31,0,11,0,11,0,0,3,0,0,Hydrocarbon
2-Methyl-4-propylheptane,156.31,0,11,0,11,0,0,2,0,0,Hydrocarbon
2-Methyl-5-propyloctane,170.33,0,12,0,12,0,0,2,0,0,Hydrocarbon
"3,3,4,4-Tetramethylheptane",156.31,0,11,0,11,0,0,4,0,0,Hydrocarbon
"3,4-Dimethyl-4-propylheptane",170.33,0,12,0,12,0,0,3,0,0,Hydrocarbon
"3,5-Dimethyl-4-propylheptane",170.33,0,12,0,12,0,0,3,0,0,Hydrocarbon
"3,3-Dimethyl-4-propylheptane",170.33,0,12,0,12,0,0,3,0,0,Hydrocarbon
"3,4,4-Trimethyloctane",156.31,0,11,0,11,0,0,3,0,0,Hydrocarbon
"3,4,5,5-Tetramethylhexan-3-ol",158.28,20.2,11,1,10,0,1,5,0,0,Alcohol
3-Methyl-4-propylheptane,156.31,0,11,0,11,0,0,2,0,0,Hydrocarbon
"4,4,5-Trimethyloctane",156.31,0,11,0,11,0,0,3,0,0,Hydrocarbon
"4,4-Dimethylnonane",156.31,0,11,0,11,0,0,2,0,0,Hydrocarbon
"2,2,3,3,6-Pentamethylheptane",170.33,0,12,0,12,0,0,5,0,0,Hydrocarbon
"2,2,3,4,4-Pentamethylhexane",156.31,0,11,0,11,0,0,5,0,0,Hydrocarbon
"2,2,3,4,5-Pentamethylhexane",156.31,0,11,0,11,0,0,5,0,0,Hydrocarbon
"2,2,3,4-Tetramethylheptane",156.31,0,11,0,11,0,0,4,0,0,Hydrocarbon
"2,2,5,5,6-Pentamethylheptane",170.33,0,12,0,12,0,0,5,0,0,Hydrocarbon
"2,2,5,5-Tetramethyloctane",170.33,0,12,0,12,0,0,4,0,0,Hydrocarbon
"2,2,5,6-Tetramethylheptane",156.31,0,11,0,11,0,0,4,0,0,Hydrocarbon
"2,2,5-Trimethylheptan-4-ol",158.28,20.2,11,1,10,0,1,4,0,0,Alcohol
"2,3-Dimethyl-4-propylheptane",170.33,0,12,0,12,0,0,3,0,0,Hydrocarbon
"2,3-Dimethyltetradecane",226.44,0,16,0,16,0,0,2,0,0,Hydrocarbon
"2,4,4,5,5-Pentamethylheptane",170.33,0,12,0,12,0,0,5,0,0,Hydrocarbon
"2,4,4-Trimethylhexan-2-ol",144.25,20.2,10,1,9,0,1,4,0,0,Alcohol
"2,4,4-Trimethyloctane",156.31,0,11,0,11,0,0,3,0,0,Hydrocarbon
5-Methyl-4-nonanol,158.28,20.2,11,1,10,0,1,2,0,0,Alcohol
"5,5-Dimethyl-3-hexanol",130.229,20.2,9,1,8,0,1,3,0,0,Alcohol
"3,5-Dimethyl-2,4-heptadiene",124.22,0,9,0,9,0,0,2,2,0,Hydrocarbon
"2,2,4,4-Tetramethyl-3-hexanol",158.28,20.2,11,1,10,0,1,5,0,0,Alcohol
"3,3-Dimethyl-2-ethyl-1-butanol",130.229,20.2,9,1,8,0,1,3,0,0,Alcohol
"3,3,4-Trimethyl-2-pentanol",130.229,20.2,9,1,8,0,1,4,0,0,Alcohol
(2R)-2-methylpentadecan-1-ol,242.44,20.2,17,1,16,0,1,1,0,0,Alcohol
